Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,soup-kettle-5-4l-100062,body_html,de,,,"Elektrisk soppkanna med 5,4 liters Innerkärl i rostfritt stål, indirekt uppvärmning och steglös temperaturreglering upp till 95 °C. Med 8 magnetiska etiketter. Fällbart, vridbart handtag. För restauranger och bufféer som håller flera soppor varma samtidigt.","Elektrischer Suppentopf mit 5,4 Liter Edelstahl-Innentopf, indirekter Beheizung und stufenloser Temperaturregelung bis 95 °C. Mit 8 magnetischen Beschriftungsschildern. Klappbarer, drehbarer Griff. Für Restaurants und Buffets, die mehrere Suppen gleichzeitig warmhalten."
Product,soup-kettle-club-8-5l-100067,title,de,,,"Soppkastrull Club 8,5L","Suppentopf Club 8,5L"
Product,soup-kettle-club-8-5l-100067,body_html,de,,,"Soppgryta Club med 8,5 liters Innerkärl i rostfritt stål, indirekt uppvärmning, steglös reglering upp till 95 °C. Fällbart, vridbart lock med Skedurtag och värmeskydd. Med 8 magnetiska etiketter. För restauranger som dagligen håller flera soppsorter varma.","Suppentopf Club mit 8,5 Liter Edelstahl-Innentopf, indirekter Beheizung, stufenloser Regelung bis 95 °C. Klappbarer, drehbarer Deckel mit Löffelaussparung und Hitzeschutz. Mit 8 magnetischen Beschriftungen. Für Restaurants, die täglich mehrere Suppensorten warmhalten."
Product,thermo-transport-container-20l-ss-100080,title,de,,,"Termo-transportkantin 20L, CNS","Thermo Transportbehälter 20L, CNS"
Product,thermo-transport-container-20l-ss-100080,body_html,de,,,S&auml;ker och enkel transport av kall eller varm mat.,Sicheres und problemloses Transportieren von kalten oder hei&szlig;en Speisen.
Product,ice-cube-maker-hk150-100082,title,de,,,Iskubsmaskin HK150,Eiswürfelbereiter HK150
Product,ice-cube-maker-hk150-100082,body_html,de,,,Med iskubsmaskinen kan hålkoner i 3 olika storlekar produceras behovsanpassat. Tack vare den inbyggda vattentanken och det kompakta utförandet är produkten perfekt för serveringsdiskar.,Mit dem Eisw&uuml;rfelbereiter k&ouml;nnen Hohlkegel in 3 verschiedenen Gr&ouml;&szlig;en bedarfsgerecht produziert werden. Dank des integrierten Wassertanks und der kompakten Ausf&uuml;hrung ist das Ger&auml;t hervorragend f&uuml;r den Thekenbereich geeignet.
Product,ice-cube-maker-w150-100083,title,de,,,Iskubsmaskin W150,Eiswürfelbereiter W150
Product,ice-cube-maker-w150-100083,body_html,de,,,"Kompakt enhet för produktion av genomskinliga iskuber. Perfekt till den mindre restaurangen, och även för privat bruk.","Kompaktes Ger&auml;t für die Produktion von klaren Eiswürfeln. Bestens geeignet für die Kleingastronomie, z. B. im Thekenbereich sowie auch für den privaten Gebrauch."
Product,thermo-transport-container-20l-plus-100085,title,de,,,Termotransportkantin 20L Plus,Thermo-Transportbehälter 20L Plus
Product,thermo-transport-container-20l-plus-100085,body_html,de,,,S&auml;ker och problemfri transport av kalla eller varma v&auml;tskor.,Sicheres und problemloses Transportieren von kalten oder hei&szlig;en Flüssigkeiten.
Product,toaster-ts60-100197,title,de,,,Brödrost TS60,Toaster TS60
Product,toaster-ts60-100197,body_html,de,,,"Det lilla extra: 6 fack med väljare för rostning av 2, 4 eller 6 toastskivor.","Es darf auch etwas mehr sein: 6 Schlitze mit Wahlschalter zum Toasten von 2, 4 oder 6 Toast-Scheiben."
Product,conveyor-toaster-mini-100211,title,de,,,"Rostmaskin ""Mini""","Durchlauftoaster ""Mini"""
Product,conveyor-toaster-mini-100211,body_html,de,,,Särskilt platsbesparande - perfekt för bufféer,Besonders platzsparend - Ideal für Buffets
Product,conveyor-toaster-dlt150-1-s-100262,title,de,,,Rostmaskin DLT150-1 S,Durchlauftoaster DLT150-1 S
Product,conveyor-toaster-dlt150-1-s-100262,body_html,de,,,"Elegant, kraftfull och mångsidig - den mattsvarta brödrosten imponerar både visuellt och funktionellt. Oavsett om det gäller brödrullar, smörgåstoast eller klassiska toastskivor: allt rostas jämnt och effektivt. Den steglöst reglerbara bandhastigheten, den valbara värmetillförseln och alternativet med främre eller bakre utmatning möjliggör flexibel anpassning till olika krav.","Elegant, leistungsstark und vielseitig &ndash; der Durchlauftoaster in mattem Schwarz &uuml;berzeugt sowohl optisch als auch funktional. Ob Br&ouml;tchen, Sandwichtoast oder klassische Toastscheiben: Alles wird gleichm&auml;&szlig;ig und effizient getoastet. Die stufenlos regelbare Bandgeschwindigkeit, die w&auml;hlbare W&auml;rmezufuhr sowie die Option der Front- oder R&uuml;ckausgabe erm&ouml;glichen eine flexible Anpassung an verschiedene Anforderungen."
Product,conveyor-toaster-mini-xs-100273,title,de,,,Rostmaskin Mini-XS,Durchlauftoaster Mini-XS
Product,conveyor-toaster-mini-xs-100273,body_html,de,,,"Denna rostmaskin, i mycket kompakt utförande, får plats även i mycket små kök, eller på mycket små buffébord. Trots sin ringa storlek klarar den effektiva maskinen att rosta upp till 90 toastskivor eller franskbrödshalvor i timmen.",Auch in der kleinsten Küche oder auf dem kleinsten Buffet-Tisch findet dieser Durchlauftoaster in extra schmaler Ausführung Platz. Der leistungsstarke Toaster trotzt seiner Größe und toastet bis zu 90 Toastscheiben oder Brötchenhälften in der Stunde.
Product,toaster-ts20sli-100282,title,de,,,Brödrost TS20Sli,Toaster TS20Sli
Product,toaster-ts20sli-100282,body_html,de,,,Toastglid - praktiskt och s&auml;kert: F&auml;rdig toast glider ner p&aring; en integrerad bricka f&ouml;r borttagning.,Die Toast-Rutsche – Praktisch und sicher: Die fertigen Toastscheiben gleiten für die Entnahme auf ein integriertes Tablett.
Product,toaster-ts40-100292,title,de,,,Brödrost TS40,Toaster TS40
Product,toaster-ts40-100292,body_html,de,,,Rostning efter tycke och smak – för 2 eller 4 brödskivor. Rostningsgraden för toastbröd och sandwich-toast ställs in med den steglöst reglerbara timern. En behaglig signal avges när rostningen är klar.,Toast individuell auf jeden Geschmack zugeschnitten &ndash; Wahlweise f&uuml;r 2 oder 4 Toastscheiben. Mit dem stufenlos regelbaren Timer l&auml;sst sich der Br&auml;unungsgrad von Toast und Sandwich-Toast ganz individuell einstellen. Ein angenehmer Signalton informiert &uuml;ber das Ende des Toastvorgangs.
Product,toaster-tbrb20-100373,title,de,,,Brödrost TBRB20,Toaster TBRB20
Product,toaster-tbrb20-100373,body_html,de,,,"M&aring;ngsidiga funktioner f&ouml;r frukostbuff&eacute;n: upptining, uppv&auml;rmning och rostning av toast och sm&aring;frallor - bagels kan &auml;ven rostas p&aring; endast ena sidan.","Vielseitige Funktionen f&uuml;r das Fr&uuml;hst&uuml;cksbuffet: Auftauen, Aufw&auml;rmen und Toasten von Toast und Br&ouml;tchen &ndash; auch das einseitige Toasten von Bageln ist m&ouml;glich."
Product,toaster-tbrb40-100374,title,de,,,Brödrost TBRB40,Toaster TBRB40
Product,toaster-tbrb40-100374,body_html,de,,,"M&aring;ngsidiga funktioner f&ouml;r frukostbuff&eacute;n: upptining, uppv&auml;rmning och rostning av toast och sm&aring;frallor - bagels kan &auml;ven rostas p&aring; endast ena sidan.","Vielseitige Funktionen f&uuml;r das Fr&uuml;hst&uuml;cksbuffet: Auftauen, Aufw&auml;rmen und Toasten von Toast und Br&ouml;tchen &ndash; auch das einseitige Toasten von Bageln ist m&ouml;glich."
Product,baking-tray-433x333-st-100404,title,de,,,Bakplåt 433x333-ST,Backblech 433x333-ST
Product,baking-tray-433x333-st-100404,body_html,de,,,Robust bakplåt i rostfritt stål – med 4-sidig kant för säker bakning och transport av produkterna.,Robustes Backblech aus Edelstahl – Mit 4-seitigem Rand für sicheres Backen und Transportieren der Backwaren.
Product,baking-tray-433x333-si-100405,title,de,,,Bakplåt 433x333-SI,Backblech 433x333-SI
Product,baking-tray-433x333-si-100405,body_html,de,,,Okomplicerat och miljövänligt – bakplåten med silikonbeläggning möjliggör enklare bakning utan användning av bakplåtspapper eller bakfolie. 4-sidig kant för säker bakning och transport.,Unkompliziert und umweltschonend – Das Backblech mit Silikonbeschichtung ermöglicht ein unkompliziertes Backen ohne Verwendung von Backpapier oder Backfolie. Der 4-seitige Rand ermöglicht ein sicheres Backen und Transportieren.
Product,baking-tray-433x333-al-100406,title,de,,,Bakplåt 433x333-AL,Backblech 433x333-AL
Product,baking-tray-433x333-al-100406,body_html,de,,,Bakplåten av aluminium är temperaturbeständig upp till 260 °C. 4-sidig kant för säker bakning och transport.,Das Backblech aus Aluminium ist temperaturbest&auml;ndig bis 260 &deg;C. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-433x333-si-100407,title,de,,,Hålplåt 433x333-SI,Lochblech 433x333-SI
Product,perforated-tray-433x333-si-100407,body_html,de,,,Okomplicerat och miljövänligt – hålplåten med silikonbeläggning möjliggör enklare bakning utan användning av bakplåtspapper eller bakfolie. 3-sidig kant för säker bakning och transport.,Unkompliziert und umweltschonend &ndash; Das Lochblech mit Silikonbeschichtung erm&ouml;glicht ein unkompliziertes Backen ohne Verwendung von Backpapier oder Backfolie. Der 3-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-433x333-al-100408,title,de,,,Hålplåt 433x333-AL,Lochblech 433x333-AL
Product,perforated-tray-433x333-al-100408,body_html,de,,,Hålplåten av aluminium är temperaturbeständig upp till 260 °C. 3-sidig kant för säker bakning och transport.,Das Lochblech aus Aluminium ist temperaturbest&auml;ndig bis 260 &deg;C. Der 3-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,baking-tray-600x400-al-100412,title,de,,,Bakplåt 600x400-AL,Backblech 600x400-AL
Product,baking-tray-600x400-al-100412,body_html,de,,,Bakplåten av aluminium i bageristandardformatet 600x400 är temperaturbeständig upp till 260 °C. 3-sidig kant för säker bakning och transport.,Das Backblech aus Aluminium im B&auml;ckereinorm-Format 600x400 ist temperaturbest&auml;ndig bis 260 &deg;C. Der 3-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-600x400-al-100413,title,de,,,Hålplåt 600x400-AL,Lochblech 600x400-AL
Product,perforated-tray-600x400-al-100413,body_html,de,,,Hålplåten av aluminium i bageristandardformatet 600x400 är temperaturbeständig upp till 260 °C. 3-sidig kant för säker bakning och transport.,Das Lochblech aus Aluminium im B&auml;ckereinorm-Format 600x400 ist temperaturbest&auml;ndig bis 260 &deg;C. Der 3-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-600x400-si-100416,title,de,,,Hålplåt 600x400-SI,Lochblech 600x400-SI
Product,perforated-tray-600x400-si-100416,body_html,de,,,Okomplicerat och miljövänligt – hålplåten med silikonbeläggning i bageristandardformatet 600x400 möjliggör enklare bakning utan användning av bakplåtspapper eller bakfolie. 3-sidig kant för säker bakning och transport.,Unkompliziert und umweltschonend &ndash; Das Lochblech mit Silikonbeschichtung im B&auml;ckereinorm-Format 600x400 erm&ouml;glicht ein unkompliziertes Backen ohne Verwendung von Backpapier oder Backfolie. Der 3-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-2-3-al-100417,title,de,,,Hålplåt 2/3-AL,Lochblech 2/3-AL
Product,perforated-tray-2-3-al-100417,body_html,de,,,Hålplåten av aluminium i 2/3 GN-format är temperaturbeständig upp till 260 °C. 4-sidig kant för säker bakning och transport.,Das Lochblech aus Aluminium im 2/3 GN-Format ist temperaturbest&auml;ndig bis 260 &deg;C. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-2-3-si-100425,title,de,,,Hålplåt 2/3-SI,Lochblech 2/3-SI
Product,perforated-tray-2-3-si-100425,body_html,de,,,Okomplicerat och miljövänligt – hålplåten med silikonbeläggning i 2/3 GN-format möjliggör enklare bakning utan användning av bakplåtspapper eller bakfolie. 4-sidig kant för säker bakning och transport.,Unkompliziert und umweltschonend &ndash; Das Lochblech mit Silikonbeschichtung im 2/3 GN-Format erm&ouml;glicht ein unkompliziertes Backen ohne Verwendung von Backpapier oder Backfolie. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,baking-tray-1-1-al-100426,title,de,,,Bakplåt 1/1-AL,Backblech 1/1-AL
Product,baking-tray-1-1-al-100426,body_html,de,,,Bakplåten av aluminium i 1/1 GN-format är temperaturbeständig upp till 260 °C. 4-sidig kant för säker bakning och transport.,Das Backblech aus Aluminium im 1/1 GN-Format ist temperaturbest&auml;ndig bis 260 &deg;C. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-1-1-al-100427,title,de,,,Hålplåt 1/1-AL,Lochblech 1/1-AL
Product,perforated-tray-1-1-al-100427,body_html,de,,,Hålplåten av aluminium i 1/1 GN-format är temperaturbeständig upp till 260 °C. 4-sidig kant för säker bakning och transport.,Das Lochblech aus Aluminium im 1/1 GN-Format ist temperaturbest&auml;ndig bis 260 &deg;C. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,perforated-tray-1-1-si-100428,title,de,,,Hålplåt 1/1-SI,Lochblech 1/1-SI
Product,perforated-tray-1-1-si-100428,body_html,de,,,Okomplicerat och miljövänligt – hålplåten med silikonbeläggning i 1/1 GN-format möjliggör enklare bakning utan användning av bakplåtspapper eller bakfolie. 4-sidig kant för säker bakning och transport.,Unkompliziert und umweltschonend &ndash; Das Lochblech mit Silikonbeschichtung im 1/1 GN-Format erm&ouml;glicht ein unkompliziertes Backen ohne Verwendung von Backpapier oder Backfolie. Der 4-seitige Rand erm&ouml;glicht ein sicheres Backen und Transportieren.
Product,grill-plate-egr60400-100437,title,de,,,Vänd-grillplatta EGR60400,Wende-Grillplatte EGR60400
Product,grill-plate-egr60400-100437,body_html,de,,,"Den vändbara grillplattan är den perfekta kompletteringen till ångugnen eller ugnar med inmatningsmöjligheter på 600 x 400 mm. Den släta sidan tillåter bakning av underbart knapriga pizzor, medan på den räfflade sidan får grillgrönsaker eller kött det typiska grillmönstret och en rejäl rostad arom.","Die Wende-Grillplatte bietet die perfekte Erg&auml;nzung f&uuml;r Kombid&auml;mpfer oder &Ouml;fen mit Einschubm&ouml;glichkeiten von 600 x 400 mm. Die glatte Seite erm&ouml;glicht das Backen von wunderbar knuspriger Pizza, auf der gerillten Seite bekommen Grillgem&uuml;se oder Fleisch das typische Grillmuster und herzhafte R&ouml;staromen."
Product,perforated-tray-600x400-alb-100438,title,de,,,Hålplåt 600x400-ALB,Lochblech 600x400-ALB
Product,perforated-tray-600x400-alb-100438,body_html,de,,,Hålplåt av aluminium i bageristandard 600 x 400. Tack vare den innovativa och robusta nonstick-beläggningen förhindras att bakverken fastnar.,Lochblech in B&auml;ckereinorm 600 x 400 mm aus Aluminium. Dank der innovativen und robusten Antihaftbeschichtung wird ein Anhaften des Backgutes verhindert.
Product,baking-tray-600x400-alb-100439,title,de,,,Bakplåt 600x400-ALB,Backblech 600x400-ALB
Product,baking-tray-600x400-alb-100439,body_html,de,,,Bakplåt av belagt aluminium i bageristandard 600 x 400. Tack vare den innovativa och robusta nonstick-beläggningen förhindras att bakverken fastnar.,Backblech in B&auml;ckereinorm 600 x 400 mm aus beschichtetem Aluminium. Dank der innovativen und robusten Antihaftbeschichtung wird ein Anhaften des Backgutes verhindert.
Product,cooking-pot-25l-with-lid-100440,title,de,,,Kastrull 25L med lock,Kochtopf 25L mit Deckel
Product,cooking-pot-25l-with-lid-100440,body_html,de,,,,"Induktion, Gas, Elektro Der Kochtopf mit extra&nbsp;gro&szlig;em Fassungsverm&ouml;gen und hitzeisolierten Griffen ist geeignet für alle Herdarten."
Product,cooking-pot-25l-d290-100441,title,de,,,Kastrull 25L-D290,Kochtopf 25L-D290
Product,cooking-pot-25l-d290-100441,body_html,de,,,25 liters kastrull i högformat - passar även för induktion.,25 Liter-Kochtopf im Hochformat &ndash; Auch geeignet f&uuml;r Induktion.
Product,cooking-pot-70l-d380-100442,title,de,,,Kastrull 70L-D380,Kochtopf 70L-D380
Product,cooking-pot-70l-d380-100442,body_html,de,,,"Kastrull, lämplig för induktion, format XXL för tillagning av upp till 70 liter.",Induktionsgeeigneter Kochtopf im XXL-Format f&uuml;r die Speisen-Zubereitung von bis zu 70 Litern.
Product,cooking-pot-30l-with-lid-100445,title,de,,,Kastrull 30L med lock,Kochtopf 30L mit Deckel
Product,cooking-pot-30l-with-lid-100445,body_html,de,,,,"Induktion, Gas, Elektro Der Kochtopf mit extra gro&szlig;em Fassungsverm&ouml;gen und hitzeisolierten Griffen ist geeignet für alle Herdarten."
Product,cooking-pot-e6-1l-1-100446,title,de,,,"Kastrull E6,1L-1","Kochtopf E6,1L-1"
Product,cooking-pot-e6-1l-1-100446,body_html,de,,,Kastrullen i rostfritt stål passar alla spistyper. De värmeisolerade handtagen ger en säker hantering i arbetet.,Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Durch die hitzeisolierten Griffe erm&ouml;glicht er einen sicheren Umgang w&auml;hrend des Arbeitens.
Product,cooking-pot-e11l-1-100447,title,de,,,Kastrull E11L-1,Kochtopf E11L-1
Product,cooking-pot-e11l-1-100447,body_html,de,,,Kastrullen i rostfritt stål passar alla spistyper. De värmeisolerade handtagen ger en säker hantering i arbetet.,Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Durch die hitzeisolierten Griffe erm&ouml;glicht er einen sicheren Umgang w&auml;hrend des Arbeitens.
Product,cooking-pot-e16l-1-100448,title,de,,,Kastrull E16L-1,Kochtopf E16L-1
Product,cooking-pot-e16l-1-100448,body_html,de,,,Kastrullen i rostfritt stål passar alla spistyper. De värmeisolerade handtagen ger en säker hantering i arbetet.,Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Durch die hitzeisolierten Griffe erm&ouml;glicht er einen sicheren Umgang w&auml;hrend des Arbeitens.
Product,cooking-pot-e10-4l-1-100449,title,de,,,"Kastrull E10,4L-1","Kochtopf E10,4L-1"
Product,cooking-pot-e10-4l-1-100449,body_html,de,,,Kastrullen i rostfritt stål passar alla spistyper. De värmeisolerade handtagen ger en säker hantering i arbetet.,Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Durch die hitzeisolierten Griffe erm&ouml;glicht er einen sicheren Umgang w&auml;hrend des Arbeitens.
Product,cooking-pot-e3l-sg1-100450,title,de,,,Kastrull E3L-SG1,Kochtopf E3L-SG1
Product,cooking-pot-e3l-sg1-100450,body_html,de,,,"Kastrullen i rostfritt stål passar alla spistyper. Med det fastmonterade, långa handtaget garanterar produkten en optimal hantering i köket.",Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Mit dem fest angebrachten langen Griff garantiert er ein optimales Handling in der K&uuml;che.
Product,cooking-pot-e4l-sg1-100451,title,de,,,Kastrull E4L-SG1,Kochtopf E4L-SG1
Product,cooking-pot-e4l-sg1-100451,body_html,de,,,"Kastrullen i rostfritt stål passar alla spistyper. Det fast monterade, långa handtaget garanterar att produkten kan hanteras på optimalt sätt i köket.",Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Mit dem fest angebrachten langen Griff garantiert er ein optimales Handling in der K&uuml;che.
Product,cooking-pot-e6-7l-sg1-100452,title,de,,,"Kastrull E6,7L-SG1","Kochtopf E6,7L-SG1"
Product,cooking-pot-e6-7l-sg1-100452,body_html,de,,,"Kastrullen i rostfritt stål passar alla spistyper. Det fast monterade, långa handtaget möjliggör optimal hantering i köket.",Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Mit dem fest angebrachten langen Griff garantiert er ein optimales Handling in der K&uuml;che.
Product,cooking-pot-e10-4l-sg1-100453,title,de,,,"Kastrull E10,4L-SG1","Kochtopf E10,4L-SG1"
Product,cooking-pot-e10-4l-sg1-100453,body_html,de,,,"Kastrullen i rostfritt stål passar alla spistyper. Det fast monterade, långa handtaget garanterar att den kan hanteras på optimalt sätt i köket.",Der Kochtopf aus Edelstahl ist ein Allrounder auf allen Herdarten. Mit dem fest angebrachten langen Griff garantiert er ein optimales Handling in der K&uuml;che.
Product,frying-pan-e180-d1-100454,title,de,,,Stekpanna E180-D1,Bratpfanne E180-D1
Product,frying-pan-e180-d1-100454,body_html,de,,,"Allkonstnären i varje kök - stekning, halstring eller uppvärmning: stekpannan i rostfritt stål med tillhörande lock är optimal till varje spis.","Der Allesk&ouml;nner in jeder K&uuml;che - Ob braten, r&ouml;sten oder erw&auml;rmen, die Bratpfanne aus Edelstahl mit zugeh&ouml;rigem Deckel findet auf jedem Kochfeld den optimalen Einsatz."
Product,frying-pan-e200-d1-100456,title,de,,,Stekpanna E200-D1,Bratpfanne E200-D1
Product,frying-pan-e200-d1-100456,body_html,de,,,"Allkonstnären i varje kök - stekning, halstring eller uppvärmning: stekpannan i rostfritt stål med tillhörande lock är optimal till varje spis.","Der Allesk&ouml;nner in jeder K&uuml;che - Ob braten, r&ouml;sten oder erw&auml;rmen, die Bratpfanne aus Edelstahl mit zugeh&ouml;rigem Deckel findet auf jedem Kochfeld den optimalen Einsatz."
Product,frying-pan-e240-d1-100457,title,de,,,Stekpanna E240-D1,Bratpfanne E240-D1
Product,frying-pan-e240-d1-100457,body_html,de,,,"Allkonstnären i varje kök - stekning, halstring eller uppvärmning: stekpannan i rostfritt stål med tillhörande lock är optimal till varje spis.","Der Allesk&ouml;nner in jeder K&uuml;che - Ob braten, r&ouml;sten oder erw&auml;rmen, die Bratpfanne aus Edelstahl mit zugeh&ouml;rigem Deckel findet auf jedem Kochfeld den optimalen Einsatz."
Product,salamander-400-1z-100524,body_html,de,,,"Salamander 400 mm med ett infrarött värmeelement (Incoloy), 2,2 kW, höjdställbart grillgaller, Simmerstat-reglering. Klar att ansluta, galler ingår. Instegsmodell för restauranger som ibland vill grilla och hålla maten varm.","Salamander 400 mm mit einem Infrarot-Heizelement (Incoloy), 2,2 kW, höhenverstellbarer Grillrost, Simmerstat-Regelung. Steckerfertig, Rost inklusive. Einstiegsgerät für Restaurants, die gelegentlich übergrillieren und Speisen warmhalten wollen."
Product,salamander-700-2z-ii-100532,body_html,de,,,Salamandern övertygar med den enkla hanteringen av de båda värmezonerna och de effektiva trålningsvärmekropparna. Grillgallret kan placeras på tre olika höjder och garanterar en flexibel användning.,Der Salamander &uuml;berzeugt durch die einfache Bedienung der beiden Heizzonen und die effektiven Strahlungsheizk&ouml;rper. Das Grillrost l&auml;sst sich in drei verschiedenen H&ouml;hen einschieben und garantiert damit einen flexiblen Einsatz.
Product,salamander-griddle-6640-100533,title,de,,,Grill-salamander 6640,Griddle-Salamander 6640
Product,salamander-griddle-6640-100533,body_html,de,,,Den kompakta grill-gratineringskombinationen har en kraftfull grillplatta med 2 värmezoner som regleras separat. Värmetillförseln till salamandern regleras perfekt med det höjdjusterbara gallret och den steglöst ställbara temperaturen. Full kontroll på grillning och gratinering med den digitala timern – även när det är mycket att göra.,Die platzsparende Grill-Gratinier-Kombination verf&uuml;gt &uuml;ber eine leistungsstarke Griddleplatte mit 2 getrennt schaltbaren Heizzonen. Die W&auml;rmezufuhr des Salamanders l&auml;sst sich perfekt mit dem h&ouml;henverstellbaren Rost und der stufenlos einstellbaren Temperatur regulieren. Mit dem digitalen Timer sind Grill- und Gratiniervorg&auml;nge bestens unter Kontrolle &ndash; auch in Sto&szlig;zeiten.
Product,salamander-400-1z-p-100534,body_html,de,,,"Gratinering, överbakning och varmhållning direkt på plats för ett friktionsfritt arbete. Vid placering på en arbetsbänk kan man använda salamandern i köket eller i serveringen på ett praktiskt sätt från båda sidor, tack vare de långa, öppna sidorna.","Gratinieren, &uuml;berbacken und warmhalten direkt am Pass f&uuml;r einen flie&szlig;enden Arbeitsablauf. Bei einer Platzierung auf einem Arbeitstisch bieten die beiden langen offenen Seiten des Salamanders eine praktische beidseitige Bedienung innerhalb der K&uuml;che oder zum Servicebereich."
Product,lava-rock-7kg-100611,title,de,,,Lavastenar 7kg,Lavasteine 7kg
Product,lava-rock-7kg-100611,body_html,de,,,"Lavastenar 7 kg – påfyllnings- och startmängd för kompatibla lavastengrillar. Lavastenar lagrar värme jämnt, fördelar strålningsvärme och skapar den typiska grillaromen. Regelbundet byte håller grillprestandan och hygienen konstant.","Lavasteine 7 kg – Nachfüll- und Erstbefüllungsmenge für kompatible Lavasteingrills. Lavasteine speichern Hitze gleichmäßig, verteilen Strahlungswärme und erzeugen das typische Grillaroma. Regelmäßiger Austausch erhält die Grillleistung und Hygiene konstant."
Product,pizza-baking-tray-290-r-100925,title,de,,,Pizza-bakplåt 290-R,Pizza-Backblech 290-R
